"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000038524",84.8495194892374,6.67112053922785,1.63430424605009,4.08193306439184,4.46626613055591e-05,0.000224585157147755
"ENSMUSG00000102837",24.9339390001289,-9.94340526085707,2.43663243901796,-4.08079819575274,4.48813095503084e-05,0.000225609919507111
"ENSMUSG00000021112",421.670701962553,2.32222024823304,0.569079935305026,4.08065739831143,4.49085068184854e-05,0.000225671933999179
"ENSMUSG00000026131",1224.45898933216,2.80018460477546,0.686250143722199,4.08041387006106,4.49555850815211e-05,0.000225833779374125
"ENSMUSG00000030319",108.755024192452,4.23320629404895,1.03761035413218,4.07976489169621,4.50812726111109e-05,0.000226390279719686
"ENSMUSG00000032374",53.1102364369929,7.41721197133912,1.81817465466084,4.0794826571393,4.51360368494124e-05,0.000226515484334163
"ENSMUSG00000037286",1966.03694627618,1.05724444732188,0.2591611554915,4.07948654695884,4.51352816478651e-05,0.000226515484334163
"ENSMUSG00000026014",243.273206979244,-3.21945796538144,0.78920950318004,-4.07934515791936,4.51627397786344e-05,0.000226574617204606
"ENSMUSG00000024043",53.9155012063045,7.43861788571944,1.82367963676768,4.07890604015505,4.52481186667577e-05,0.000226927982190681
"ENSMUSG00000003039",1200.73427577809,-1.09592805653934,0.268913531005855,-4.07539201333635,4.59368958121276e-05,0.000230230263961376
"ENSMUSG00000026283",487.677027646584,1.63733637544502,0.401863829164073,4.07435617893475,4.61418174681421e-05,0.000231181009591292
"ENSMUSG00000050552",339.36027926237,-2.05038509644083,0.503352417013665,-4.07345833085603,4.63201420112613e-05,0.000231997914440308
"ENSMUSG00000071855",53.0677091525653,7.41615216023151,1.8208002304334,4.07301802596228,4.64078310451631e-05,0.000232360475519897
"ENSMUSG00000078967",33.7071964023549,-7.69838474011686,1.89013404782213,-4.07293056753683,4.64252675792133e-05,0.000232371164620281
"ENSMUSG00000033688",3387.37006753784,-10.2688158055775,2.52245986653072,-4.07095309694691,4.68211768811627e-05,0.000234275582246239
"ENSMUSG00000026458",70.4058632893777,-3.71720668192319,0.913199686495702,-4.07052995844484,4.69063082265235e-05,0.000234624241346504
"ENSMUSG00000001348",126.630908789596,-4.80249658593051,1.17999245328333,-4.06993839034103,4.70255720270033e-05,0.000235143344353662
"ENSMUSG00000046546",119.052649072885,2.98232951684078,0.732879599841393,4.06933078432829,4.71483684633201e-05,0.000235679764148775
"ENSMUSG00000063800",676.074283490507,1.40978767766923,0.346486020521729,4.06881546201029,4.72527526946058e-05,0.000236123824422601
"ENSMUSG00000039069",81.3710572114988,6.60983969239714,1.62460904722629,4.06857249975443,4.73020433597516e-05,0.00023629237844118
"ENSMUSG00000096883",53.1002073344414,7.4170955495119,1.82358095376161,4.06732453210382,4.75559924967134e-05,0.000237482835269678
"ENSMUSG00000065687",74.1123153807245,7.89724375333532,1.94202200060875,4.06650581242635,4.77232955071816e-05,0.000238190032175393
"ENSMUSG00000085793",386.349057437442,-1.52566747931876,0.375181535643664,-4.06647804962288,4.77289785269143e-05,0.000238190032175393
"ENSMUSG00000054450",20.4291932369308,-9.64262927977514,2.37244612069069,-4.06442498132177,4.8151022422476e-05,0.000240217288603062
"ENSMUSG00000033981",61.9114834827605,7.63774552562878,1.87933848872629,4.06406061039341,4.82262939274413e-05,0.000240513792966215
"ENSMUSG00000075033",319.688459689734,2.18092373702134,0.536782429285211,4.06295664320737,4.84550323377648e-05,0.000241575220315593
"ENSMUSG00000062761",366.666882507489,2.20907203974311,0.543828672558344,4.06207350074231,4.86387567003196e-05,0.000242411604611439
"ENSMUSG00000103024",20.7958801962303,-9.66730116142283,2.37998824233469,-4.06191131093133,4.86725695234426e-05,0.000242500538314632
"ENSMUSG00000028514",1642.21628920069,1.23283844076743,0.303708289187409,4.05928479616402,4.9223249130654e-05,0.000245083364360036
"ENSMUSG00000066235",81.468594602201,6.61176684380419,1.62879952277339,4.05928829875036,4.92225108550374e-05,0.000245083364360036
"ENSMUSG00000005893",1362.498080645,1.32359720808969,0.326096045616942,4.05891830299742,4.93005566475624e-05,0.000245387824729559
"ENSMUSG00000035575",1077.68587261298,2.64940160871386,0.652929994953436,4.05771159112212,4.95559127985724e-05,0.000246578011716619
"ENSMUSG00000070544",4606.22916935462,-1.04205999654076,0.256819656502928,-4.05755544855997,4.95890460880445e-05,0.000246662054992808
"ENSMUSG00000031545",397.190580771201,1.80709206051739,0.445454186333456,4.05674054921697,4.97623079341916e-05,0.000247442831790646
"ENSMUSG00000015839",1628.29202995796,-1.44901176701312,0.357204297267062,-4.05653509238097,4.98060821391968e-05,0.000247579431543647
"ENSMUSG00000039756",1335.88823420555,1.25698291440843,0.309874890894037,4.05642067604069,4.98304752665205e-05,0.000247619632656211
"ENSMUSG00000026228",46.0455931425163,-6.22659701007832,1.53527547938192,-4.05568713478383,4.9987132700699e-05,0.000248235643293922
"ENSMUSG00000082394",34.0212740485238,-4.95078858461117,1.22068661935698,-4.05574084790009,4.99756457328677e-05,0.000248235643293922
"ENSMUSG00000059503",37.4130894267898,-7.20826435320715,1.77771624403164,-4.05478904600641,5.01795671139308e-05,0.00024902840071639
"ENSMUSG00000060981",514.036486930791,2.61431656074704,0.644745353471515,4.05480481041192,5.01761832120543e-05,0.00024902840071639
"ENSMUSG00000020149",1799.15452528985,-1.11860545421243,0.275884977184138,-4.05460806757093,5.02184304635507e-05,0.00024913985136213
"ENSMUSG00000104053",101.000372107538,-6.22265562554381,1.53480704336477,-4.0543569645744,5.0272399632063e-05,0.000249326146574954
"ENSMUSG00000022365",1249.3539784195,-1.05591463950723,0.260490021948319,-4.05357038864514,5.04418131939081e-05,0.00025008468010535
"ENSMUSG00000037606",58.1154433892212,7.54651821966124,1.86237347312223,4.05209713764322,5.07605804938448e-05,0.000251582955411073
"ENSMUSG00000020160",2199.08859591406,5.49344357533927,1.35575899093291,4.05193224760337,5.07963763177457e-05,0.000251678228633373
"ENSMUSG00000041444",901.115897597979,2.72265247844877,0.671985150948723,4.05165571680398,5.08564618415059e-05,0.000251893747398926
"ENSMUSG00000040084",1167.10509630256,1.37334414951079,0.338988783577736,4.05129672733217,5.09345647488227e-05,0.000252198337227135
"ENSMUSG00000001014",116.703613171608,-3.61971835770037,0.893703360042775,-4.05024588642827,5.11638430439963e-05,0.000253251017101085
"ENSMUSG00000032575",988.190475399732,-1.0964612308569,0.270739174471455,-4.04988023250588,5.12438525888426e-05,0.000253564400591125
"ENSMUSG00000029925",1246.26728390046,-1.1929923481482,0.294661928676378,-4.04868166548399,5.1506945888225e-05,0.000254783218325272
"ENSMUSG00000026012",101.73887193435,5.43661037681009,1.34290186273801,4.04840482217035,5.15678965350546e-05,0.000255001653136223
"ENSMUSG00000004568",803.356285930381,1.35363607549441,0.334538254251049,4.04628187746383,5.20375673874995e-05,0.00025724039659719
"ENSMUSG00000073968",76.9643550584173,4.92488416195741,1.2173093969219,4.04571276161222,5.21641633981759e-05,0.000257782292666677
"ENSMUSG00000039908",52.0149417500917,7.3871862085192,1.82600603437344,4.04554315235545,5.22019482570486e-05,0.000257885096366799
"ENSMUSG00000087362",19.6958193183318,-9.59222875678966,2.3715301080975,-4.04474255841718,5.23806517290917e-05,0.000258683764929426
"ENSMUSG00000086784",74.0300837135135,5.43550519924272,1.34415569901851,4.04380623703911,5.25903868814283e-05,0.000259635115468586
"ENSMUSG00000097158",88.5823348731675,-5.85420315975913,1.44797555539289,-4.04302623615125,5.27657137307317e-05,0.000260416031431554
"ENSMUSG00000024730",52.2270806176697,-6.17226076836941,1.52682794520431,-4.04253851113752,5.28756247550522e-05,0.000260873696403581
"ENSMUSG00000032625",57.2013074933529,-11.1364329987211,2.75555828705373,-4.04144345305367,5.31231918976568e-05,0.000261924932518771
"ENSMUSG00000057143",1234.92060972522,-1.0836976895031,0.268160529542953,-4.0412274369764,5.31721576294984e-05,0.000262081267692815
"ENSMUSG00000024968",81.328572772145,6.60958738799531,1.63579040590264,4.04060774787836,5.3312863906349e-05,0.000262604330613628
"ENSMUSG00000058388",413.669622253134,1.56327097021004,0.386889089316269,4.04061787571404,5.3310561452098e-05,0.000262604330613628
"ENSMUSG00000037363",326.513758877115,-2.39164152478087,0.592051789422448,-4.03958161686148,5.35466327528484e-05,0.000263670286960038
"ENSMUSG00000044456",1026.4394617024,-1.26506363153034,0.313296522260076,-4.03791150442512,5.39291887520094e-05,0.000265467961227882
"ENSMUSG00000005667",258.137048617008,-1.79094135041941,0.443554109243245,-4.03770659114163,5.39763041506294e-05,0.000265613789640784
"ENSMUSG00000038301",1101.15952024482,1.19792989232378,0.296710778234175,4.03736561055538,5.40547917514903e-05,0.000265865287928147
"ENSMUSG00000054191",673.011966667571,-3.30217512066974,0.817910129397697,-4.03733246720081,5.40624265193019e-05,0.000265865287928147
"ENSMUSG00000094388",31.6632889580442,-5.39378661513597,1.33620537184078,-4.03664491163165,5.42210396413549e-05,0.000266472721033532
"ENSMUSG00000096592",31.6632889580442,-5.39378661513597,1.33620537184078,-4.03664491163165,5.42210396413549e-05,0.000266472721033532
"ENSMUSG00000025147",588.391796604887,-1.34373250599389,0.333044816059702,-4.03468975104242,5.46744912549658e-05,0.00026861430740793
"ENSMUSG00000031422",1972.46413642481,1.22548470840324,0.303743095391409,4.03460927012696,5.46932336050783e-05,0.000268619484323001
"ENSMUSG00000028251",123.967350900535,-2.78522463916471,0.690988709578969,-4.03078169086408,5.55916598895771e-05,0.00027285550972305
"ENSMUSG00000042453",5771.97192268607,-10.9989678503077,2.72890448096077,-4.03054336531241,5.56480605776297e-05,0.000273029584060176
"ENSMUSG00000067377",82.0540951269512,6.56744434161219,1.62944474834446,4.0304799216327,5.5663083909542e-05,0.000273029584060176
"ENSMUSG00000000791",52.5889101321056,7.40262415976438,1.83714235102322,4.02942328102195,5.59138597815727e-05,0.000274171092877934
"ENSMUSG00000037772",59.2329500850043,7.57521580542576,1.88078718366662,4.02768365884851,5.63290627758761e-05,0.000276117865498533
"ENSMUSG00000025192",202.10301791642,-2.20737210640325,0.548129182081148,-4.02710196531091,5.64685483871387e-05,0.000276639339576758
"ENSMUSG00000038188",110.099863204389,4.82090283535648,1.19711879258032,4.02708809287447,5.64718788810713e-05,0.000276639339576758
"ENSMUSG00000030727",224.314647865073,2.47561430645551,0.61478899634261,4.02677068259677,5.65481335794599e-05,0.000276923559025372
"ENSMUSG00000026201",818.74549050797,-1.28882204482776,0.320077715290814,-4.02659099105595,5.65913459316509e-05,0.000277045834725355
"ENSMUSG00000035045",52.7164491403145,7.40609138345751,1.83958324791761,4.02596152788472,5.67429665191831e-05,0.000277698578653018
"ENSMUSG00000071646",1446.12173194071,1.20504236063576,0.299402786592884,4.02482012391664,5.70188816815203e-05,0.000278959000391613
"ENSMUSG00000019966",98.8986931107657,-7.64609408051232,1.90038206246979,-4.02345098468003,5.73515244544775e-05,0.000280496054868179
"ENSMUSG00000026578",266.884150278059,2.02309490332284,0.502874363506418,4.02306231961459,5.74462880134022e-05,0.000280869069469261
"ENSMUSG00000086127",29.3207999709133,-8.61715986762071,2.14229750082891,-4.02239178465479,5.76101252678245e-05,0.000281579453594201
"ENSMUSG00000033554",330.850705439205,1.97266527438043,0.4904709086847,4.02198222045532,5.7710415023901e-05,0.000281978881130296
"ENSMUSG00000062093",198.498792388466,-2.27147519663637,0.564862851534936,-4.02128621215566,5.78812255542926e-05,0.00028272251246944
"ENSMUSG00000052187",20.9005372942819,-9.6873441525659,2.41001818349274,-4.0196145485203,5.82934342070861e-05,0.000284644402530164
"ENSMUSG00000021823",1457.09941958544,-1.07550850876633,0.267649709902838,-4.01834363712463,5.86086817019402e-05,0.000286091751952962
"ENSMUSG00000086568",97.2101219742612,-2.79129576636322,0.694655425544946,-4.01824510932668,5.86331886781085e-05,0.000286119409789767
"ENSMUSG00000040506",911.901631038069,-1.28476756162649,0.319875730695822,-4.01645838786127,5.90792899708372e-05,0.000288203693381668
"ENSMUSG00000000275",1135.93975939003,-1.09892727716118,0.273619183878846,-4.01626545910527,5.91276514388127e-05,0.00028834698611105
"ENSMUSG00000024778",93.8690847592656,-3.08240142871398,0.767680286336819,-4.01521503622614,5.93916194319018e-05,0.00028954129460445
"ENSMUSG00000063911",19.5910073738326,-9.59093972900653,2.38901551486926,-4.01459918083931,5.95469004964554e-05,0.000290205144717321
"ENSMUSG00000103625",68.168007803438,-4.84523771506197,1.20713842795487,-4.01382111848662,5.97436299417311e-05,0.000291070505067414
"ENSMUSG00000094627",59.2726465987947,-4.10028664034865,1.0217009420049,-4.01319649593608,5.99020080472867e-05,0.000291748522837106
"ENSMUSG00000076617",3592.54833469409,-1.17603585928699,0.293072210578091,-4.01278530286865,6.00064862964786e-05,0.000292163674542586
"ENSMUSG00000030104",1097.36580790813,-1.36595293299144,0.34059810670332,-4.01045368752229,6.06021870479492e-05,0.000294969491189153
"ENSMUSG00000029596",59.6718040755534,7.58588332844704,1.89200284461449,4.00944604816,6.08613562665692e-05,0.000296136032125639
"ENSMUSG00000036959",411.089635736791,-2.17698376012656,0.543023017336349,-4.00900825678654,6.09742848198906e-05,0.000296590483432049
"ENSMUSG00000021520",912.687782823135,1.46197977566418,0.364768625483898,4.00796470289826,6.12442708041624e-05,0.000297808356206215
"ENSMUSG00000022433",442.86161187812,1.54694594753778,0.386141846787471,4.00615980994469,6.17139024100632e-05,0.000299964590770637
"ENSMUSG00000022701",207.389623904876,3.03745065615734,0.758204720118646,4.00610887212894,6.1727205726211e-05,0.000299964590770637
"ENSMUSG00000029635",770.603071192915,-1.39789810287189,0.348997132733777,-4.00547159778025,6.18938708794664e-05,0.000300678286364548
"ENSMUSG00000040560",701.648049825181,-1.37256531876577,0.342682810583062,-4.005352110981,6.19251674264802e-05,0.000300734119775672
"ENSMUSG00000089902",59.3426434579978,-3.67461450339455,0.917935424304573,-4.00312963864363,6.25100259918245e-05,0.0003034773832199
"ENSMUSG00000028873",919.963468546193,-1.30094252495481,0.325016332404845,-4.00269892693988,6.26239739264509e-05,0.000303862899933272
"ENSMUSG00000032423",4189.02543724442,1.06603193241415,0.266329659788366,4.0026782344154,6.26294532326579e-05,0.000303862899933272
"ENSMUSG00000028964",926.73348896222,1.47105658603795,0.367529545402953,4.00255327615937,6.26625513771654e-05,0.000303926383012978
"ENSMUSG00000104350",62.725354350248,-6.90236632741356,1.7246901223933,-4.00209071635163,6.27852154178738e-05,0.000304424100043369
"ENSMUSG00000057554",630.169617378942,1.5476362816025,0.386720510238753,4.00195035077664,6.28224832308875e-05,0.000304507574319904
"ENSMUSG00000085957",19.9052883608825,-9.61547274847626,2.4027683452,-4.00183095789698,6.28541991614322e-05,0.000304564093320201
"ENSMUSG00000096206",3275.79941938076,2.40100017861998,0.600215659496292,4.00022915202667,6.32811768333125e-05,0.000306339799614499
"ENSMUSG00000096214",3275.79941938076,2.40100017861998,0.600215659496292,4.00022915202667,6.32811768333125e-05,0.000306339799614499
"ENSMUSG00000036814",806.527802694968,-9.54080588514195,2.38560840046056,-3.99931769325595,6.35253596247382e-05,0.000307325935412958
"ENSMUSG00000039810",131.933117119189,3.36269809083517,0.840802354177314,3.99939185960702,6.35054569292621e-05,0.000307325935412958
"ENSMUSG00000040782",1999.14618886384,-1.12555583246325,0.281524448493792,-3.99807490427629,6.38597443346586e-05,0.000308845247600677
"ENSMUSG00000053317",459.932940234225,-1.70290299436688,0.426031009797799,-3.99713390622693,6.41140368031224e-05,0.000309976365136013
"ENSMUSG00000079215",390.526329898897,1.57432126244872,0.39396600893233,3.99608399393445,6.43988931402147e-05,0.000311254484795449
"ENSMUSG00000045826",574.099663272472,2.09892776748997,0.52538103020825,3.99505815171514,6.46783756503416e-05,0.000312505826479824
"ENSMUSG00000034771",51.0647477121328,7.36024484774426,1.84244407620287,3.99482673195333,6.47415826225689e-05,0.000312711728278095
"ENSMUSG00000004565",406.073398127108,-1.77785373148756,0.445161955623684,-3.99372342813243,6.50437292461815e-05,0.000314071247164551
"ENSMUSG00000037896",1429.87510341012,-1.15201601346193,0.288475529097806,-3.99346182695223,6.51155658438214e-05,0.000314318176384066
"ENSMUSG00000041037",133.76208115344,2.99988550468475,0.751340475528585,3.99271116410208,6.53221175993814e-05,0.000315215023153545
"ENSMUSG00000049115",1458.90802242007,-9.54014047897179,2.38977102702434,-3.99207303590538,6.54981918946472e-05,0.00031596427640156
"ENSMUSG00000036333",1741.90290271647,1.17518659287863,0.294414662070318,3.99160349085451,6.56280369622552e-05,0.000316490114102511
"ENSMUSG00000063254",50.507028421057,7.3448456113044,1.84012755048958,3.99148722562751,6.56602258335899e-05,0.000316544822066316
"ENSMUSG00000035547",886.002575220864,-1.31406425086442,0.329286886797512,-3.99063644363245,6.58962261187659e-05,0.000317480992969409
"ENSMUSG00000099241",903.674674240332,-2.23126187678289,0.559118315002866,-3.99067928363508,6.58843234678413e-05,0.000317480992969409
"ENSMUSG00000031893",18.9624453997328,-9.54019474222798,2.39128898603355,-3.98956161214642,6.61955238065693e-05,0.00031872074335021
"ENSMUSG00000096464",18.9624453997328,-9.54019474222798,2.39128898603355,-3.98956161214642,6.61955238065693e-05,0.00031872074335021
"ENSMUSG00000056310",449.721187014369,1.84422280110754,0.462315863970427,3.9890969461206,6.63253126612591e-05,0.000319244436790453
"ENSMUSG00000002222",2637.12391092731,-1.09294603434627,0.273994786464026,-3.9889300393304,6.63719912295014e-05,0.000319367889357164
"ENSMUSG00000022186",1675.20415073536,1.82524840433919,0.457619181916206,3.98857494717826,6.64714027609748e-05,0.00031964367394812
"ENSMUSG00000032314",453.265116713663,-1.72572825811351,0.432664269403282,-3.98860821230648,6.64620838834914e-05,0.00031964367394812
"ENSMUSG00000029014",1310.05437779169,1.35121125897499,0.338820589067676,3.98798450440418,6.66370150216763e-05,0.000320338623019682
"ENSMUSG00000031786",52.7925729310446,7.40898631910844,1.85813717949631,3.9873193437294,6.68240524774362e-05,0.000321120489704073
"ENSMUSG00000033285",790.14475956977,1.70959930418314,0.428765897385468,3.98725578365245,6.68419510045157e-05,0.000321120489704073
"ENSMUSG00000020358",6684.75659870872,1.19607148722798,0.299997164492236,3.98694264078263,6.69301983364795e-05,0.000321442755198538
"ENSMUSG00000001016",1216.94507486549,1.24607632602546,0.312556358090873,3.98672525376424,6.69915253702854e-05,0.000321635568850191
"ENSMUSG00000046753",233.796959708499,2.15737319271376,0.541253320892459,3.98588444530284,6.72292267244465e-05,0.000322674790466955
"ENSMUSG00000042508",950.121148806133,1.18281664946114,0.296783650674446,3.98545083859292,6.73521215228446e-05,0.000323162501562691
"ENSMUSG00000038150",543.255405185518,-1.71920878059813,0.431560965606432,-3.98369852144131,6.78509400802046e-05,0.000325453056240678
"ENSMUSG00000101698",26.6089371353042,-5.86116162545362,1.47183769708259,-3.98220648721756,6.82784193082657e-05,0.000327400087027257
"ENSMUSG00000023030",515.455615070201,-2.07453212157535,0.52131112763564,-3.97945106405882,6.90745760348102e-05,0.000331113166560804
"ENSMUSG00000041324",86.3546632531557,-4.89171909167213,1.22944012193505,-3.97881849176429,6.92585882048574e-05,0.000331890476642147
"ENSMUSG00000029777",886.228982196922,1.26598689306746,0.318240092749535,3.97808736834374,6.94718462008936e-05,0.000332807399497404
"ENSMUSG00000033470",49.7906273347653,7.32399901786292,1.84127187125984,3.97768473639456,6.95895531638261e-05,0.000333266147696583
"ENSMUSG00000050721",1040.21847819802,-1.05078528999677,0.264181829492362,-3.97750780973811,6.96413362288778e-05,0.000333408994946954
"ENSMUSG00000045551",221.106440033105,-3.21904818634454,0.809579724936362,-3.97619664523784,7.00262268222217e-05,0.00033504041604356
"ENSMUSG00000026773",645.726178349042,-1.43352880281012,0.360541972871285,-3.97603860486418,7.00727550318591e-05,0.000335157435563405
"ENSMUSG00000036565",554.273683842031,-1.44893278740126,0.36451974978838,-3.97490887185794,7.0406209256188e-05,0.000336646314157579
"ENSMUSG00000003208",75.40946187886,4.1086535216693,1.0337981714061,3.97432848626632,7.05781001621355e-05,0.000337361985855269
"ENSMUSG00000058427",263.580618279799,4.03222825130431,1.01467569375861,3.97390838876599,7.07027666638232e-05,0.000337851546430717
"ENSMUSG00000034957",301.903461420511,-2.06558537286534,0.51987150795067,-3.97326135646067,7.08951850389694e-05,0.000338664447940167
"ENSMUSG00000039221",886.218240376982,-1.47131617016853,0.370417654905875,-3.97204655523883,7.12577888642201e-05,0.000340289553991209
"ENSMUSG00000025103",836.845492241195,1.27534323153101,0.321213354341883,3.97039293133996,7.1754196256695e-05,0.000342552412560255
"ENSMUSG00000093861",109.935605419365,-4.7401664094009,1.19412417750223,-3.96957577671361,7.20007068061398e-05,0.000343621223619748
"ENSMUSG00000028718",608.645313528952,-1.57906446228629,0.397850535739669,-3.96898915656996,7.21781658748551e-05,0.000344359920507556
"ENSMUSG00000002031",468.408510964235,-1.88156186936216,0.474120629687393,-3.96852984566976,7.23174011863679e-05,0.000344915846236238
"ENSMUSG00000078922",824.570224338155,7.34814408444735,1.85166145163739,3.96840582167412,7.23550413071072e-05,0.000344987019557215
"ENSMUSG00000039801",170.232976473004,2.86242382036422,0.721507576066473,3.96728172414991,7.26970405049186e-05,0.00034650886914868
"ENSMUSG00000004709",262.122458152869,2.04010599533301,0.514368330596335,3.96623562140345,7.30166833559471e-05,0.000347923236097714
"ENSMUSG00000034789",302.399293982782,-1.87193035255284,0.472065496038172,-3.9654038862469,7.32717730589109e-05,0.000349029217588652
"ENSMUSG00000022800",621.579360334103,1.3132690876678,0.33120196678543,3.9651608968814,7.33464558296256e-05,0.00034916591794003
"ENSMUSG00000028248",4016.36780266162,-1.32206239969707,0.333413658261737,-3.96523167823925,7.33246937543457e-05,0.00034916591794003
"ENSMUSG00000083327",203.311706784863,2.14460949677596,0.541110938418364,3.96334530409703,7.39067611899642e-05,0.000351722994494138
"ENSMUSG00000043110",49.1566985628117,7.30558830887214,1.8454792620477,3.95864015332582,7.53777040481748e-05,0.000358610843883328
"ENSMUSG00000100183",104.914348618931,-3.42076223201198,0.864180461073605,-3.95838876958897,7.54570665666982e-05,0.000358875982737826
"ENSMUSG00000059436",1039.38351335916,-1.13462846828886,0.28675311669918,-3.95681302909481,7.59563348533344e-05,0.000361137414240055
"ENSMUSG00000028410",2472.48471114308,1.37018938778007,0.346343960169254,3.95615210702815,7.61666743693406e-05,0.000362024136767701
"ENSMUSG00000001761",406.279209507948,1.61067374854521,0.407223685114751,3.95525556940859,7.64528793426202e-05,0.000363157155363475
"ENSMUSG00000027533",441.454355655812,1.64377875417585,0.415720418328817,3.95404863870721,7.68397784630481e-05,0.000364880824183818
"ENSMUSG00000034610",1306.04078253513,1.15177360307915,0.291365392316044,3.95302130401892,7.71705633351797e-05,0.000366337034950935
"ENSMUSG00000047678",33.1582700214671,-10.3396617290778,2.61694698509386,-3.95103981394064,7.7812376957582e-05,0.000369153001086486
"ENSMUSG00000038776",123.898575251621,-2.79671290665503,0.707930058081929,-3.9505497396628,7.79718909037804e-05,0.000369794233374394
"ENSMUSG00000025545",164.458811512784,-2.72090746544284,0.689005012842709,-3.94903870759499,7.84656641005065e-05,0.000371948209937682
"ENSMUSG00000059923",803.128570948063,-1.31579794962967,0.333196908228414,-3.949010081233,7.84750470591553e-05,0.000371948209937682
"ENSMUSG00000024370",791.511955187246,1.31296954382137,0.33263835893383,3.94713811128004,7.90909369060815e-05,0.000374750379986195
"ENSMUSG00000021936",572.921964788418,1.67133964395066,0.423505558673347,3.94644086652894,7.93215005842292e-05,0.000375725610689989
"ENSMUSG00000061119",939.272811154202,-1.25107963861183,0.317315208997956,-3.94270303828987,8.05683915382592e-05,0.000381512813813534
"ENSMUSG00000032905",965.643040502104,-1.33952412356404,0.339763012208491,-3.94252486418992,8.06282883168094e-05,0.00038167742717552
"ENSMUSG00000024493",1037.3248918233,1.15383007580578,0.292803021332637,3.94063582593631,8.12659203696969e-05,0.000384575963457219
"ENSMUSG00000019977",1191.55532538027,-1.03870713728119,0.263666548301518,-3.93947257993973,8.16609342219581e-05,0.000386324905636965
"ENSMUSG00000006678",2461.58492211854,1.1849394909706,0.30085260379061,3.93860473880192,8.19568160895859e-05,0.000387603926856572
"ENSMUSG00000039232",244.062520249668,-1.90248033155881,0.483188059567247,-3.93734963828103,8.23865231211428e-05,0.000389514863050335
"ENSMUSG00000022814",1030.14122916579,1.59798668679109,0.405934656629454,3.93656136694376,8.26574902056691e-05,0.000390674337461342
"ENSMUSG00000027185",575.428845875724,1.40653274233486,0.357334313814456,3.9361815755125,8.27883434038993e-05,0.00039117105878395
"ENSMUSG00000023075",634.854803440546,-1.52318847971393,0.387070061237524,-3.93517513300837,8.31360502062474e-05,0.000392691775562075
"ENSMUSG00000042606",577.94313554068,2.03393180279132,0.517114487494836,3.93323306922751,8.381090107961e-05,0.000395633305500453
"ENSMUSG00000030663",1353.97876651475,1.36583563201687,0.347309330101541,3.93262004109578,8.40249959712259e-05,0.000396520692610018
"ENSMUSG00000032503",90.2997521746192,4.98031116795826,1.2672164599654,3.93011874868974,8.49039194814969e-05,0.000400543933285496
"ENSMUSG00000018907",28.259607678007,-7.4295219625106,1.89056244796963,-3.92979452780812,8.50184807089049e-05,0.000400959828585537
"ENSMUSG00000020156",323.217071883925,2.38936806184608,0.608081560143314,3.92935457750594,8.51741677322345e-05,0.000401424939442359
"ENSMUSG00000039963",73.826411747439,6.47009214537587,1.64663060584657,3.92929180497617,8.51964032544924e-05,0.000401424939442359
"ENSMUSG00000032436",1421.27110661672,1.24852597087676,0.317785728029437,3.92882958784451,8.53603005261853e-05,0.000402072432937546
"ENSMUSG00000047649",92.9572175578915,3.59546656627291,0.915393281528344,3.92778343344393,8.5732356685167e-05,0.000403699711200294
"ENSMUSG00000003360",590.018304528207,1.66470754595058,0.423863356972775,3.92746275082586,8.58467113045464e-05,0.000404112882167031
"ENSMUSG00000018171",2762.28703750062,-1.40579971150119,0.358226564158595,-3.92433128124693,8.69709864730009e-05,0.000409053661746042
"ENSMUSG00000040710",2112.33831034328,1.01737065634492,0.259248002359256,3.92431435184249,8.69771021847735e-05,0.000409053661746042
"ENSMUSG00000062995",274.501999087579,2.04793583249707,0.522218539117791,3.92160691184335,8.79604049553871e-05,0.000413422070458839
"ENSMUSG00000021973",712.271515579105,1.42607555583217,0.363672279054805,3.92132047990731,8.80650449832363e-05,0.000413785820889674
"ENSMUSG00000030753",842.674935203155,1.73834971162944,0.443433676004935,3.92020228885388,8.84746721047526e-05,0.000415581927183041
"ENSMUSG00000065725",105.016531703676,5.81884982558533,1.48459461092639,3.91948736898241,8.87375114417077e-05,0.000416687646491581
"ENSMUSG00000020609",61.2696794120345,7.62404616219363,1.94541370978227,3.91898449355892,8.89228346564874e-05,0.000417428799719758
"ENSMUSG00000039994",529.820655309011,1.98434369582043,0.50653717966952,3.9174689943097,8.94835509671285e-05,0.000419931151108409
"ENSMUSG00000064945",92.7786614566375,8.22147931661508,2.09880575902599,3.91721781839902,8.95768050475471e-05,0.000420238913021949
"ENSMUSG00000004668",1690.14305792207,-2.43942930091008,0.62301714563376,-3.91550909634852,9.02136430670262e-05,0.000423095856583032
"ENSMUSG00000029752",793.365347599221,-2.06983334927124,0.528724250438386,-3.9147690834212,9.04907697835916e-05,0.000424264535329924
"ENSMUSG00000020661",696.433723259323,1.8793652144338,0.480083881386808,3.91466009857468,9.05316512828022e-05,0.000424325202586615
"ENSMUSG00000019464",58.7820911291519,-3.7521590547884,0.958767781502878,-3.91352225969343,9.09595111990782e-05,0.00042606759317372
"ENSMUSG00000045038",318.553503907504,1.82694312977501,0.467008231488917,3.91201483526391,9.15292877259287e-05,0.00042860430570643
"ENSMUSG00000049577",991.026743921122,-2.04751186151369,0.523451599071355,-3.91155909189339,9.17022122622395e-05,0.00042928168785893
