"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000017314",303.170562760182,-6.01736511564381,0.876326821276231,-6.86657645247064,6.57609405072027e-12,8.37789968575822e-11
"ENSMUSG00000020706",946.364645269588,2.42559087348698,0.353380582332277,6.86396195704451,6.69764741769178e-12,8.52560550587320e-11
"ENSMUSG00000085433",212.372877209259,-3.8034876200942,0.554402978945008,-6.86051079186476,6.86147597755395e-12,8.72683200964273e-11
"ENSMUSG00000006057",523.846266830714,-2.57238592678842,0.375193000028327,-6.85616716355104,7.07326046800198e-12,8.98866388845842e-11
"ENSMUSG00000031157",451.10834268878,3.12674251538717,0.456264140543932,6.85292188787759,7.23566005990861e-12,9.1873523135261e-11
"ENSMUSG00000024146",882.654641437955,-1.94415244999613,0.28384163529053,-6.8494266107443,7.41465750227656e-12,9.40676598409122e-11
"ENSMUSG00000034116",1708.66418524426,1.90279959365065,0.277840455648752,6.84853323180617,7.46110041447364e-12,9.45778555043379e-11
"ENSMUSG00000037221",250.069509248151,-3.9535282954635,0.577526285043149,-6.84562486219673,7.61427722043247e-12,9.64390440946518e-11
"ENSMUSG00000034640",607.033648188447,2.46702099028015,0.360514924083114,6.84304816660349,7.75255700883510e-12,9.81086089468082e-11
"ENSMUSG00000097578",118.946848720687,-10.7404327318198,1.57003206406681,-6.8409002450556,7.86970449493937e-12,9.9508186894379e-11
"ENSMUSG00000022971",2288.59246132852,-1.66104809380031,0.242962590352877,-6.83664135860509,8.10713596685194e-12,1.02425097165236e-10
"ENSMUSG00000069302",266.730690242221,5.99084134715582,0.876920124645369,6.83168418512297,8.3923448629488e-12,1.05940273556725e-10
"ENSMUSG00000022180",299.000013973837,-3.28480991222889,0.480830966951025,-6.83152737241125,8.40152560419449e-12,1.05968079589118e-10
"ENSMUSG00000034832",1985.47028971583,-2.02214371249956,0.296177592434217,-6.82747028861979,8.64250185043725e-12,1.08917039917627e-10
"ENSMUSG00000020846",583.330335840643,-3.12477724964738,0.457742342903965,-6.8264981339141,8.70124264919434e-12,1.09566393756771e-10
"ENSMUSG00000076576",106.859871297508,-12.0397967985815,1.7651094224673,-6.8209917443827,9.04141383504086e-12,1.13755518226123e-10
"ENSMUSG00000037720",2269.50114328842,-1.97194488293679,0.289106220401743,-6.82083173511993,9.05149115910937e-12,1.13788033727016e-10
"ENSMUSG00000003382",574.436368556515,2.63349032749671,0.386150550631114,6.8198538709646,9.11331623755324e-12,1.14470488323808e-10
"ENSMUSG00000021248",1889.42100836497,-1.55380067262916,0.227859267237554,-6.81912432821637,9.159710586846e-12,1.14958152869292e-10
"ENSMUSG00000017679",697.21019108581,-2.35264018740493,0.345765531665564,-6.80414897364751,1.01648311975578e-11,1.27467486842373e-10
"ENSMUSG00000039745",381.225794500693,-3.4418040509169,0.506288196460185,-6.79811236955742,1.05998768122965e-11,1.32813307979814e-10
"ENSMUSG00000030878",8065.70774408409,-7.92009766086426,1.16637344898997,-6.7903617556819,1.11852714525275e-11,1.40032590501305e-10
"ENSMUSG00000031570",438.96700169172,-2.58646672956213,0.380950148241924,-6.78951495753082,1.12511166664781e-11,1.4074090419863e-10
"ENSMUSG00000030427",280.008317810757,-4.65791691187161,0.686680215297289,-6.78324030328299,1.17509933252879e-11,1.46872909166932e-10
"ENSMUSG00000035472",613.521055317878,-4.35010378617451,0.641375649419107,-6.78245859523104,1.18147729412535e-11,1.47548636419306e-10
"ENSMUSG00000061315",5658.83856702251,1.60919305570919,0.237328736268008,6.78043915378193,1.1981112952129e-11,1.49503024889918e-10
"ENSMUSG00000005148",158.005255990328,-3.90280036159268,0.576096138966823,-6.77456434370832,1.24781691705767e-11,1.55577567343495e-10
"ENSMUSG00000023034",1468.48983284304,3.94477084288254,0.582400184552455,6.77329943827867,1.258780382165e-11,1.56815741456585e-10
"ENSMUSG00000026031",1131.98833466921,1.84837431945447,0.272970033526914,6.77134517504547,1.27590454258752e-11,1.5881874085028e-10
"ENSMUSG00000081604",225.350676951888,-10.8351753618108,1.60028803804873,-6.77076570229347,1.28102586548367e-11,1.5932562484222e-10
"ENSMUSG00000036160",381.385371881624,3.07872935246482,0.454793344425429,6.76951276926532,1.29216809323628e-11,1.6057990723311e-10
"ENSMUSG00000020397",778.543421144298,-2.53427600566422,0.374620587064395,-6.76491387065331,1.33388526884799e-11,1.65628631992851e-10
"ENSMUSG00000027244",628.573913433523,-2.85661443857173,0.422317617082318,-6.76413751883555,1.34105660771356e-11,1.66383052653089e-10
"ENSMUSG00000032294",4202.32287035208,2.10907889322845,0.311922709936869,6.76154324786197,1.36529548230101e-11,1.69252058728352e-10
"ENSMUSG00000057322",1827.29322794526,2.07765545769519,0.307412344518604,6.75852969063008,1.39399086524155e-11,1.72668395428697e-10
"ENSMUSG00000053293",783.080805837817,-2.70304096147169,0.400521847025452,-6.74879780353135,1.49075162445423e-11,1.84503293960569e-10
"ENSMUSG00000033191",241.915154522754,6.60159422148233,0.978350880820996,6.74767545151338,1.50232520216946e-11,1.85784287623334e-10
"ENSMUSG00000092395",81.8212751993272,-11.6528117480374,1.72865897263869,-6.74095465472295,1.57349313551829e-11,1.94426906069819e-10
"ENSMUSG00000019850",931.679873325469,3.20132333127028,0.475056026124792,6.73883322222994,1.59663537310459e-11,1.97126055089156e-10
"ENSMUSG00000003746",4491.74678989235,-1.32291661330496,0.19632028269355,-6.73856310287611,1.59960586326346e-11,1.97332369126879e-10
"ENSMUSG00000027079",806.15835673829,-1.97402939296953,0.293119262481806,-6.73456045247815,1.6442623129063e-11,2.02676684121714e-10
"ENSMUSG00000011752",2616.53855533731,-1.93796670559201,0.287825593121308,-6.73312850527237,1.66053280109905e-11,2.04516229663343e-10
"ENSMUSG00000004207",5712.40222792835,-1.44657282554052,0.215193991754555,-6.72218036268619,1.79025152376651e-11,2.20314097568219e-10
"ENSMUSG00000068566",539.459674754281,-2.62471963220633,0.390660355224347,-6.71867415545408,1.83385473992285e-11,2.25497312392457e-10
"ENSMUSG00000035293",1628.02503557861,-1.61037596695118,0.239745580335601,-6.7170204543372,1.85477942089089e-11,2.27885762828876e-10
"ENSMUSG00000028644",30641.9575518062,-7.34339134470243,1.09390820890199,-6.71298677982624,1.90680396047852e-11,2.34088318058421e-10
"ENSMUSG00000027180",3609.86097467053,-1.41194969776373,0.210494122245668,-6.70778681466385,1.97598319352521e-11,2.42385143593489e-10
"ENSMUSG00000029366",2133.79744316784,-2.63909639623006,0.393797118224674,-6.70166508106434,2.06057890791566e-11,2.52558121837024e-10
"ENSMUSG00000020234",196.928373609404,-4.88269164776135,0.72867047756988,-6.70082265998363,2.07249435900274e-11,2.53813704321094e-10
"ENSMUSG00000029601",88.3693893409165,-11.7556239604615,1.75448963771734,-6.70030971271855,2.07978265159667e-11,2.54501042281603e-10
"ENSMUSG00000061130",1566.89066241016,-1.6121725032945,0.240680068022914,-6.69840471850377,2.10707037001138e-11,2.57632613840522e-10
"ENSMUSG00000076523",141.918701440479,-4.65644443021499,0.695348247143691,-6.6965645622067,2.13376202891994e-11,2.6068632478824e-10
"ENSMUSG00000006262",1396.04524776116,-2.04266928407048,0.305141208322792,-6.69417708377709,2.16888648384691e-11,2.64764550994367e-10
"ENSMUSG00000075254",1000.27221788994,2.38777516715037,0.35671299447374,6.69382726209083,2.17408036185509e-11,2.65185416667722e-10
"ENSMUSG00000088573",81.6643669754737,-11.6427367723807,1.73968330525611,-6.69244611200465,2.19470580346894e-11,2.67486375052001e-10
"ENSMUSG00000030340",163.290825211639,-4.29295665162572,0.641509283666556,-6.69196340712212,2.20195936796081e-11,2.67993325880545e-10
"ENSMUSG00000031021",431.888045010326,-2.39065649284914,0.357244455915709,-6.69193448144992,2.20239477610246e-11,2.67993325880545e-10
"ENSMUSG00000028266",929.609974848182,-2.47264807466157,0.36961041893626,-6.6898765510395,2.23358937297596e-11,2.71571562994499e-10
"ENSMUSG00000025498",602.80874329748,-2.62237884486841,0.392164357392984,-6.68693825798286,2.27887965200244e-11,2.76856531162473e-10
"ENSMUSG00000043832",209.399079065986,-3.7508603704305,0.560935452545371,-6.68679498400418,2.2811108877018e-11,2.76906074665384e-10
"ENSMUSG00000063870",4781.69628073554,1.55455331612296,0.232602232998086,6.68331209071306,2.33601343289516e-11,2.83344249136948e-10
"ENSMUSG00000026594",472.606869229517,2.92478451158803,0.437740212324604,6.68155318894755,2.36422936882214e-11,2.86537806823089e-10
"ENSMUSG00000102095",87.6884213945671,-11.7443842018427,1.75990685998237,-6.67329872329741,2.50116542294427e-11,3.02892329448418e-10
"ENSMUSG00000059273",1721.9719050333,-1.68550917600034,0.252657521350908,-6.67112210627359,2.53854891428117e-11,3.07174532368716e-10
"ENSMUSG00000014426",429.511254241561,3.45511640112908,0.518093899202494,6.66889999370301,2.57727789850361e-11,3.11612596868438e-10
"ENSMUSG00000083796",86.3795368920515,-7.9217218191652,1.18817865271483,-6.66711340173055,2.60883515837231e-11,3.15177173548464e-10
"ENSMUSG00000033059",446.791128171938,2.68199722940729,0.402392740505957,6.66512329729166,2.64443253812542e-11,3.19223787948908e-10
"ENSMUSG00000007850",6982.8632789248,1.48661011174734,0.22317361946162,6.66122687499358,2.71551067430109e-11,3.27543646544371e-10
"ENSMUSG00000042506",986.711516658129,1.90117580324121,0.285547556568113,6.65800060098818,2.77577641619162e-11,3.34547148065761e-10
"ENSMUSG00000029578",1780.25591137184,-1.52321089959725,0.22921480029098,-6.64534269891643,3.02512383265953e-11,3.64310313424009e-10
"ENSMUSG00000052557",334.713321113001,-2.93869274456518,0.442527360575532,-6.64070294036338,3.12190666183146e-11,3.75667785789006e-10
"ENSMUSG00000001865",1052.08014370872,-2.99998897779743,0.45186549982157,-6.63911933746225,3.15562836950386e-11,3.7942495977265e-10
"ENSMUSG00000020432",628.470759043934,-2.71143679041891,0.409604404059841,-6.6196475515014,3.60056291539476e-11,4.32580288237222e-10
"ENSMUSG00000023977",2401.05828783505,-1.6475408533317,0.249080275827691,-6.61449746615601,3.72816043690925e-11,4.47556082173153e-10
"ENSMUSG00000036899",78.2071212714769,-11.5802768658499,1.7510186151813,-6.61345160208416,3.75460790570991e-11,4.50375005182549e-10
"ENSMUSG00000046245",372.611981381977,-2.97230435392853,0.449603650576831,-6.6109435502028,3.81878098411512e-11,4.57711191987152e-10
"ENSMUSG00000060938",8058.05117832856,1.32329388661618,0.200360645842732,6.60455989772993,3.98699988399486e-11,4.77496689576861e-10
"ENSMUSG00000091896",1417.26411505856,-1.7970299651308,0.272552180068303,-6.59334284055427,4.30031946871977e-11,5.14615062663344e-10
"ENSMUSG00000034786",416.838721463313,-2.47614576996539,0.375581998615105,-6.59282334908424,4.31539944684661e-11,5.16013039368603e-10
"ENSMUSG00000003484",126.470726085779,-4.9919542673201,0.757216824069707,-6.59250310959884,4.32472123481824e-11,5.16720823540124e-10
"ENSMUSG00000100382",72.1306608801339,-11.4664242600639,1.73970578659535,-6.59101346239927,4.36834269598909e-11,5.21522422808886e-10
"ENSMUSG00000040767",383.636219825427,-2.45469498513552,0.372754350386409,-6.585288629337,4.54002554314802e-11,5.41593306349143e-10
"ENSMUSG00000064853",512.181359865026,8.19115628245362,1.24437837178136,6.58252864900551,4.62513644895569e-11,5.51313360391218e-10
"ENSMUSG00000032028",13150.8394409611,-7.73707768694922,1.17616991691822,-6.57819722784763,4.76186331222882e-11,5.67165931447112e-10
"ENSMUSG00000052040",969.325001865043,-1.97603500195651,0.300685063402518,-6.57177639486285,4.97184898118397e-11,5.91712371694826e-10
"ENSMUSG00000018293",3263.89226719638,-1.73220015436828,0.263647327985643,-6.57014113362306,5.02675936110713e-11,5.97778916662278e-10
"ENSMUSG00000076587",71.6067560040856,-11.4589743048298,1.74604521506384,-6.56281647575254,5.28008184642086e-11,6.27412542408037e-10
"ENSMUSG00000089798",84.9374748346545,-9.14451877486651,1.3946658589033,-6.55678112179311,5.49816203326416e-11,6.52815392002733e-10
"ENSMUSG00000059326",489.896614515379,-2.40856661947042,0.367394486951051,-6.5558050134577,5.53425056893445e-11,6.56586946404989e-10
"ENSMUSG00000024937",1501.76783546649,-1.92249159258624,0.29327174984413,-6.55532486033181,5.55208764184028e-11,6.57162922283605e-10
"ENSMUSG00000031381",1001.31279926765,-2.16460030523806,0.330203654399773,-6.55534933183207,5.55117719852956e-11,6.57162922283605e-10
"ENSMUSG00000038357",7942.14300464256,-3.34452710802096,0.510199652678791,-6.55533003689949,5.55189503944862e-11,6.57162922283605e-10
"ENSMUSG00000020380",1485.91121152371,2.06146776224832,0.314921046671248,6.54598282343551,5.91053739940393e-11,6.99045334480904e-10
"ENSMUSG00000024592",399.279439124763,-2.61541549570927,0.399733597562469,-6.54289634811231,6.03386525421388e-11,7.13076091443518e-10
"ENSMUSG00000028431",703.856269465062,2.13452459828343,0.326355248791949,6.54049415838929,6.13158923985099e-11,7.24061541184892e-10
"ENSMUSG00000028868",2251.05606721844,-1.72642274720224,0.263991830199834,-6.53968248144416,6.16495783965045e-11,7.27436284016564e-10
"ENSMUSG00000035356",954.747486149367,2.08345499532113,0.318667866841455,6.53801406452348,6.23410633993182e-11,7.35024370172397e-10
"ENSMUSG00000078486",90.8176938778089,-10.344349586326,1.58296368019731,-6.53479907071313,6.36949947577301e-11,7.50405112793552e-10
"ENSMUSG00000060143",841.95124372282,2.13988528666376,0.327509952638967,6.53380231477326,6.41205689868527e-11,7.54833302817321e-10
"ENSMUSG00000036461",3678.80615447826,1.91546178921312,0.293274216244644,6.53129966125384,6.52013951680078e-11,7.66962344710586e-10
"ENSMUSG00000030748",483.040445740319,2.98211769975707,0.456667298559782,6.53017570814015,6.56925781052017e-11,7.72142020979561e-10
"ENSMUSG00000005800",1991.0794759768,-2.07960532190266,0.318644546996437,-6.5264111421493,6.73642497612565e-11,7.91178265177449e-10
"ENSMUSG00000059842",240.346355671999,-4.55155264953725,0.697422699466782,-6.5262467840768,6.74381737273978e-11,7.91434394300049e-10
"ENSMUSG00000023944",16614.0511844452,1.8531330180318,0.284048929519915,6.52399226134692,6.84602429252482e-11,8.02808686534996e-10
"ENSMUSG00000056399",1402.62877522788,-4.07931441515852,0.625835176951195,-6.51819291307852,7.11594389292827e-11,8.33174432983876e-10
"ENSMUSG00000076564",223.521926725805,-6.02663181269644,0.924572032602845,-6.51829343759223,7.11117771849431e-11,8.33174432983876e-10
"ENSMUSG00000031015",875.520180211023,2.5830041219416,0.396312753221003,6.51759021365934,7.14458529798243e-11,8.35883454045926e-10
"ENSMUSG00000029177",939.818161858374,-2.14354290777063,0.328926006987015,-6.51679363211694,7.18261337318187e-11,8.39685655774749e-10
"ENSMUSG00000026605",5027.93342055585,-1.65833402927965,0.254604858338572,-6.51336364946505,7.3486312281586e-11,8.58433183313973e-10
"ENSMUSG00000076612",546.651199776446,-4.06491653515108,0.624214331729489,-6.51205255715382,7.41307704567657e-11,8.65295834094115e-10
"ENSMUSG00000020101",1888.46807552986,-2.17487121010995,0.334067389428403,-6.51027690500175,7.50123981839863e-11,8.74914192643637e-10
"ENSMUSG00000027322",183.636400395457,-7.89134789874771,1.21234065135439,-6.50918361100219,7.55603201971589e-11,8.80628566779782e-10
"ENSMUSG00000057191",370.639323802163,-2.92247351461475,0.44919907244624,-6.50596515860907,7.71961182061787e-11,8.99003260029931e-10
"ENSMUSG00000030303",465.307491171642,-3.95646746056501,0.608542844803623,-6.50154297984025,7.95003149867011e-11,9.25127803362485e-10
"ENSMUSG00000097011",70.5068499726347,-11.431902128839,1.75858221357159,-6.50063559190752,7.99813620052001e-11,9.30012988829225e-10
"ENSMUSG00000065353",449.742941721262,-3.52170867892214,0.542866114193133,-6.48725088350096,8.74167093349293e-11,1.01569253860768e-09
"ENSMUSG00000049687",734.672603356418,-3.1036066625292,0.478497434839386,-6.48615109832505,8.80568588886876e-11,1.02234821030857e-09
"ENSMUSG00000018931",217.297487504388,-3.22320743660295,0.496987222237929,-6.48549357484257,8.84417690698609e-11,1.02603262421307e-09
"ENSMUSG00000040260",88.9318531090617,-10.3150336580933,1.5914488941446,-6.48153622528834,9.07933622046597e-11,1.05250992247325e-09
"ENSMUSG00000025203",2472.80778729096,1.82939597347324,0.282336382852438,6.47949072305486,9.20327252039879e-11,1.06606328371301e-09
"ENSMUSG00000097160",87.5805998519222,-6.68656319817754,1.03267735529811,-6.47497804021014,9.48257312722772e-11,1.09757892919268e-09
"ENSMUSG00000084756",428.258576937079,-3.93471832663487,0.608063461853625,-6.47090077512674,9.74203951125021e-11,1.1267525667772e-09
"ENSMUSG00000035778",714.261213324058,2.23122698799321,0.3448710754739,6.46974230856328,9.81701893534713e-11,1.13424535576192e-09
"ENSMUSG00000039218",11112.0805123142,-1.46617673398051,0.226623133115652,-6.46966933085458,9.82176111436143e-11,1.13424535576192e-09
"ENSMUSG00000029561",1219.3817000181,-1.8079208350958,0.27947990450856,-6.4688759582728,9.87346015047284e-11,1.13934928453709e-09
"ENSMUSG00000020459",434.476073698209,2.92584658609519,0.452600601476773,6.46452208978195,1.01619452782285e-10,1.17174867877887e-09
"ENSMUSG00000020053",260.91666646255,-4.49638936879165,0.696549755090975,-6.4552307081127,1.08054162381061e-10,1.24500038688831e-09
"ENSMUSG00000032218",980.947897435172,-1.73177867083868,0.268297786929324,-6.45468861543337,1.0844164068081e-10,1.24851763106807e-09
