"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000039031",2060.43330346547,2.16014828007261,0.303557792169866,2.13437225074055e-13,2.49763215257454e-12
"ENSMUSG00000048701",3586.07607280731,-2.20583851615841,0.310666368149009,2.15056637761642e-13,2.51469453322635e-12
"ENSMUSG00000020111",2671.95042146249,-2.29422655752724,0.323786499240378,2.20141152666743e-13,2.57221900046216e-12
"ENSMUSG00000008318",1505.6436694847,-2.89158507951233,0.411223097800774,2.24857467628486e-13,2.62535831305259e-12
"ENSMUSG00000038619",3572.5583324491,-1.62046420670296,0.226226202564477,2.28684260722742e-13,2.6680400987166e-12
"ENSMUSG00000022803",295.871889348651,-7.62654683854812,1.08168353651145,2.36471421614789e-13,2.75682875744931e-12
"ENSMUSG00000063146",513.811331117994,3.3187140868195,0.474589231354027,2.57491004085127e-13,2.99963548630409e-12
"ENSMUSG00000038473",1144.96977828199,-3.83988058370842,0.552215459206719,2.69153134942489e-13,3.13315154170917e-12
"ENSMUSG00000056394",5206.55679470159,-2.19957703177773,0.311187345436959,2.72761586865226e-13,3.17278720482707e-12
"ENSMUSG00000042225",2892.15198721261,-2.61335575380383,0.37190680828626,2.77922839933671e-13,3.23041260704409e-12
"ENSMUSG00000042506",2060.50098400824,1.84816629652167,0.258952149233336,2.79009689212183e-13,3.24062893125953e-12
"ENSMUSG00000049339",3876.68643033193,-2.24732057262235,0.31839065253655,2.79348762540831e-13,3.24215127455244e-12
"ENSMUSG00000024807",831.926389154578,-2.79375169533544,0.398427872962005,2.81564394429519e-13,3.26543468450365e-12
"ENSMUSG00000020496",3309.29221777151,-1.6214077198902,0.227274415621604,2.82219448475432e-13,3.27059817352161e-12
"ENSMUSG00000039449",4493.07245411809,-1.57141408402569,0.220205195656543,2.90695030849234e-13,3.36631756749406e-12
"ENSMUSG00000007891",7292.77010963619,-1.74769782442487,0.245636690127408,2.91548535793635e-13,3.37369489785849e-12
"ENSMUSG00000046634",230.852886770384,-12.738080150543,3.36507105124945,2.94237974987602e-13,3.40229029386628e-12
"ENSMUSG00000035311",1802.46061215969,2.28258008596524,0.323653750350577,3.07571977126257e-13,3.55383573570569e-12
"ENSMUSG00000035164",391.842733461064,11.9211707661306,3.13102716796343,3.13069864312515e-13,3.61468146299198e-12
"ENSMUSG00000018001",2221.77548562563,-2.40657276025099,0.342496810627531,3.18240294002841e-13,3.67165911371005e-12
"ENSMUSG00000015568",694.798466035767,-6.01367134421826,0.878652519047232,3.20532829338837e-13,3.69537367670448e-12
"ENSMUSG00000022568",1750.324320788,-2.12238416660808,0.30111253125847,3.33530653178083e-13,3.84238158986458e-12
"ENSMUSG00000066735",2239.7503015964,-1.90657141826315,0.269555946904076,3.36943891340626e-13,3.87883636213172e-12
"ENSMUSG00000030177",2971.05360605174,-2.39277952559869,0.340936354026149,3.39455359983235e-13,3.90486398233114e-12
"ENSMUSG00000020089",1096.00693015501,2.79533478538673,0.399989823129442,3.42644608026386e-13,3.93864417795522e-12
"ENSMUSG00000028532",226.124516463073,-4.74195347717951,0.686511786729183,3.43710722065822e-13,3.94798749067057e-12
"ENSMUSG00000019088",942.472138796137,-3.29732282714625,0.474608428172677,3.50756861559641e-13,4.02595522910907e-12
"ENSMUSG00000069310",5733.5764904323,-3.34199612115677,0.480953909337559,3.5419863328455e-13,4.06246806255061e-12
"ENSMUSG00000038525",1115.70748161651,2.74005862662798,0.391825931346156,3.65192081990753e-13,4.18547719263961e-12
"ENSMUSG00000025408",1228.76638810109,-2.42379624698202,0.346024934960055,3.68248044913635e-13,4.21740064369495e-12
"ENSMUSG00000069266",5328.28308329727,-3.84476799278571,0.55694211889539,3.84186407580541e-13,4.39670597280315e-12
"ENSMUSG00000001348",961.15502205933,-6.47276435163244,0.950633309932253,3.88359585090615e-13,4.44120385385724e-12
"ENSMUSG00000069910",2767.84565323848,-2.49406719742435,0.35711995396198,3.9077783155081e-13,4.46558215570563e-12
"ENSMUSG00000038335",1637.15163450897,2.02562886382703,0.287891854922486,3.96703685170584e-13,4.52997827161457e-12
"ENSMUSG00000034163",4888.26987204729,-1.5141119449494,0.213210970681268,3.99686461153223e-13,4.56069756222202e-12
"ENSMUSG00000025498",1290.91022834512,-2.59242920541464,0.372227954019379,4.23788993239262e-13,4.83218656738872e-12
"ENSMUSG00000015224",614.048386806454,7.05638752039281,1.04967281249047,4.71584739591044e-13,5.37323928070584e-12
"ENSMUSG00000058672",614.072535910786,-3.46080981041993,0.501524838506137,4.73710776839472e-13,5.39352072943525e-12
"ENSMUSG00000027082",576.484907989794,3.26322006714429,0.471762694418326,4.74549925788955e-13,5.39913116297258e-12
"ENSMUSG00000042460",2107.39686117192,-2.10441153730644,0.301273217186788,5.28139371012507e-13,6.00445541646386e-12
"ENSMUSG00000051790",314.387717295824,4.72538628113707,0.691480180201235,5.40424570999222e-13,6.13964853364787e-12
"ENSMUSG00000057541",920.761528541951,2.97140047894103,0.430857502002271,5.49264445193996e-13,6.23553161488625e-12
"ENSMUSG00000034640",1281.65360500363,2.2940457596443,0.330018759048063,5.65359418008857e-13,6.41357878348184e-12
