"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000026068",2809.82509689011,1.52905696079819,0.265309645006907,7.20155942583851e-10,5.22807379125111e-08
"ENSMUSG00000098178",10256.5400433347,-1.3241574912912,0.228949588481365,7.27106813315291e-10,5.2549697324827e-08
"ENSMUSG00000030077",113.057691254921,10.9000611972152,3.11833558346596,7.63234396746061e-10,5.49155628840977e-08
"ENSMUSG00000052212",1986.15940603423,2.80334422424541,0.495413128385929,8.28451915423063e-10,5.93442834459467e-08
"ENSMUSG00000076612",122.186662959157,11.0061426408561,3.1494460856224,9.27154969769645e-10,6.612207843877e-08
"ENSMUSG00000029338",1855.41713545578,1.57755633149583,0.276396324263734,9.86997116383505e-10,7.00811241979498e-08
"ENSMUSG00000025272",113.340444371528,6.19326498597679,1.13686140662074,1.0230737912273e-09,7.23255091972868e-08
"ENSMUSG00000036931",955.665620369123,1.94380175446534,0.344768863165337,1.15787512855597e-09,8.14993063312723e-08
"ENSMUSG00000026832",3506.07647395937,1.20787764904474,0.210901265406421,1.18464604336905e-09,8.30226614549851e-08
"ENSMUSG00000038188",482.315245294671,2.57098159895197,0.461368012696305,1.30795003844028e-09,9.126897919099e-08
"ENSMUSG00000031822",3221.48424943448,-1.13299984250655,0.198823952835043,1.53029309710496e-09,1.06325815231898e-07
"ENSMUSG00000016529",124.572536205333,11.0201556069938,3.17517724372512,1.54138326168232e-09,1.06638690698184e-07
"ENSMUSG00000027171",1317.25752228035,1.46868162085718,0.260862250821784,1.62039908791914e-09,1.1162825886946e-07
"ENSMUSG00000003227",133.390669560909,5.92658856603647,1.03788761201184,1.68215978497386e-09,1.15391884571788e-07
"ENSMUSG00000022788",2960.10185500664,1.22033095527442,0.216399015485832,1.95414998109863e-09,1.32867644670105e-07
"ENSMUSG00000026483",1664.82030020797,1.6207410704407,0.289930792283872,1.94752258201714e-09,1.32867644670105e-07
"ENSMUSG00000076615",116.410567009371,10.9085635401814,3.15959487341022,1.96153975391655e-09,1.32867644670105e-07
"ENSMUSG00000020882",114.119190105285,8.66860076497101,1.57444420828714,2.0627226235647e-09,1.39139235637038e-07
"ENSMUSG00000033542",1392.14927339919,1.5635321693173,0.280609558637376,2.12845931397499e-09,1.42977708854527e-07
"ENSMUSG00000059336",3718.64045635012,-1.2686897637735,0.226118176729035,2.13886286360163e-09,1.43082854953912e-07
"ENSMUSG00000064288",7945.58657647016,-1.6693126613535,0.300792552558924,2.18719446475641e-09,1.45713955514163e-07
"ENSMUSG00000035929",3651.06405368613,1.0450268765239,0.184747160434174,2.24611829406895e-09,1.49026266650337e-07
"ENSMUSG00000027340",2048.50072742617,1.2699290166815,0.226846692739199,2.3337486135239e-09,1.54208393078933e-07
"ENSMUSG00000024948",2146.39709573818,1.60408115267469,0.288939411207281,2.39342617738486e-09,1.57508847096274e-07
"ENSMUSG00000022014",3932.61498486174,1.28181766783943,0.229266391543438,2.42194641560591e-09,1.58740447458478e-07
